isolate_id	taxnode_id	species_sort	isolate_sort	species_name	isolate_type	isolate_names	_isolate_name	isolate_abbrevs	isolate_designation	genbank_accessions	refseq_accessions	genome_coverage	molecule	host_source	refseq_organism	refseq_taxids	update_change	update_prev_species	update_prev_taxnode_id	update_change_proposal	notes
1026844	202316304	8685	1	Hirtshivirus faecivicinum	E	MAG: Leviviridae sp. isolate 220-k141_175378 maturation protein gene, partial cds; and coat protein and RNA dependent RNA polymerase genes, complete cds	MAG: Leviviridae sp. isolate 220-k141_175378 maturation protein gene, partial cds	NULL	MAG: Leviviridae sp. isolate 220-k141_175378 maturation protein gene, partial cds; and coat protein and RNA dependent RNA polymerase genes, complete cds	ON163172	NULL	Coding-complete genome	ssRNA(+)	invertebrates (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026845	202316826	9440	1	Hisehlovirus faecicola	E	MAG: Leviviridae sp. isolate R18-k141_159536 genomic sequence	MAG: Leviviridae sp. isolate R18-k141_159536 genomic sequence	NULL	MAG: Leviviridae sp. isolate R18-k141_159536 genomic sequence	MZ679550	NULL	Coding-complete genome	ssRNA(+)	invertebrates (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026846	202316305	8686	1	Hisilivirus faecenecus	E	MAG: Leviviridae sp. isolate 195-k141_151447_2 maturation protein gene, partial cds; and coat protein and RNA dependent RNA polymerase genes, complete cds	MAG: Leviviridae sp. isolate 195-k141_151447_2 maturation protein gene, partial cds	NULL	MAG: Leviviridae sp. isolate 195-k141_151447_2 maturation protein gene, partial cds; and coat protein and RNA dependent RNA polymerase genes, complete cds	ON163206	NULL	Coding-complete genome	ssRNA(+)	invertebrates (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026847	202316306	8687	1	Hisilovirus faecicola	E	MAG: Leviviridae sp. isolate 10-k141_12213 maturation protein gene, partial cds; and coat protein and RNA dependent RNA polymerase genes, complete cds	MAG: Leviviridae sp. isolate 10-k141_12213 maturation protein gene, partial cds	NULL	MAG: Leviviridae sp. isolate 10-k141_12213 maturation protein gene, partial cds; and coat protein and RNA dependent RNA polymerase genes, complete cds	ON163786	NULL	Coding-complete genome	ssRNA(+)	invertebrates (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026848	202317109	9843	1	Hisolavirus faecicola	E	MAG: Leviviridae sp. isolate 125-k141_52896 genomic sequence	MAG: Leviviridae sp. isolate 125-k141_52896 genomic sequence	NULL	MAG: Leviviridae sp. isolate 125-k141_52896 genomic sequence	MZ679760	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026849	202316307	8688	1	Hitdovirus faecivivens	E	MAG: Leviviridae sp. isolate 119-k141_124591 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds	MAG: Leviviridae sp. isolate 119-k141_124591 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds	NULL	MAG: Leviviridae sp. isolate 119-k141_124591 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds	ON163884	NULL	Coding-complete genome	ssRNA(+)	invertebrates (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026850	202317110	9850	1	Hodnevirus alloagradaptatum	E	ssRNA_47756	ssRNA_47756	NULL	NULL	CASDWV010001952	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026851	202317111	9851	1	Hodnevirus alloagrenecus	E	ssRNA_40116	ssRNA_40116	NULL	NULL	CASDWV010001440	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026852	202317112	9852	1	Hodnevirus alloagricola	E	ssRNA_46547	ssRNA_46547	NULL	NULL	CASDWV010001873	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026853	202317113	9853	1	Hodnevirus alloagrihabitans	E	ssRNA_58133	ssRNA_58133	NULL	NULL	CASDWV010002452	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026854	202317114	9854	1	Hodnevirus alloagrivicinum	E	ssRNA_54793	ssRNA_54793	NULL	NULL	CASDWV010002321	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026855	202317115	9855	1	Hodnevirus alloagrivivens	E	ssRNA_42874	ssRNA_42874	NULL	NULL	CASDWV010001622	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026856	202317116	9856	1	Hodnevirus alloarvadaptatum	E	ssRNA_71681	ssRNA_71681	NULL	NULL	CASDWV010002996	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026857	202317117	9857	1	Hodnevirus alloarvenecus	E	ssRNA_44985	ssRNA_44985	NULL	NULL	CASDWV010001774	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026858	202317118	9858	1	Hodnevirus alloarvicola	E	ssRNA_43490	ssRNA_43490	NULL	NULL	CASDWV010001669	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026859	202317119	9859	1	Hodnevirus alloarvihabitans	E	ssRNA_31011	ssRNA_31011	NULL	NULL	CASDWV010001084	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026860	202317120	9860	1	Hodnevirus alloarvivicinum	E	ssRNA_63744	ssRNA_63744	NULL	NULL	CASDWV010002734	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026861	202317121	9861	1	Hodnevirus alloarvivivens	E	ssRNA_58171	ssRNA_58171	NULL	NULL	CASDWV010002456	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026862	202317122	9862	1	Hodnevirus alloasiadaptatum	E	ssRNA_23344	ssRNA_23344	NULL	NULL	CASDWV010000778	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026863	202317123	9863	1	Hodnevirus alloasienecus	E	ssRNA_48494	ssRNA_48494	NULL	NULL	CASDWV010001991	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026864	202317124	9864	1	Hodnevirus alloasiocola	E	ssRNA_58928	ssRNA_58928	NULL	NULL	CASDWV010002484	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026865	202317125	9865	1	Hodnevirus alloasiohabitans	E	ssRNA_82248	ssRNA_82248	NULL	NULL	CASDWV010003440	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026866	202317126	9866	1	Hodnevirus alloasiovicinum	E	ssRNA_1911	ssRNA_1911	NULL	NULL	CASDWV010000100	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026867	202317127	9867	1	Hodnevirus alloasiovivens	E	ssRNA_56020	ssRNA_56020	NULL	NULL	CASDWV010002382	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026868	202317128	9868	1	Hodnevirus allocaenadaptatum	E	ssRNA_45999	ssRNA_45999	NULL	NULL	CASDWV010001841	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026869	202317129	9869	1	Hodnevirus allocaenenecus	E	ssRNA_28446	ssRNA_28446	NULL	NULL	CASDWV010000989	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026870	202317130	9870	1	Hodnevirus allocaenicola	E	ssRNA_2563	ssRNA_2563	NULL	NULL	CASDWV010000155	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026871	202317131	9871	1	Hodnevirus allocaenihabitans	E	ssRNA_51612	ssRNA_51612	NULL	NULL	CASDWV010002157	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026872	202317132	9872	1	Hodnevirus allocaenivicinum	E	ssRNA_21966	ssRNA_21966	NULL	NULL	CASDWV010000726	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026873	202317133	9873	1	Hodnevirus allocaenivivens	E	ssRNA_32470	ssRNA_32470	NULL	NULL	CASDWV010001132	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026874	202317134	9874	1	Hodnevirus allochoradaptatum	E	ssRNA_21039	ssRNA_21039	NULL	NULL	CASDWV010000689	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026875	202317135	9875	1	Hodnevirus allochorenecus	E	ssRNA_117160	ssRNA_117160	NULL	NULL	CASDWV010004338	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026876	202317136	9876	1	Hodnevirus allochorocola	E	ssRNA_44312	ssRNA_44312	NULL	NULL	CASDWV010001727	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026877	202317137	9877	1	Hodnevirus allochorohabitans	E	ssRNA_92200	ssRNA_92200	NULL	NULL	CASDWV010003842	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026878	202317138	9878	1	Hodnevirus allochorovicinum	E	ssRNA_47162	ssRNA_47162	NULL	NULL	CASDWV010001925	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026879	202317139	9879	1	Hodnevirus allochorovivens	E	ssRNA_63226	ssRNA_63226	NULL	NULL	CASDWV010002690	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026880	202317140	9880	1	Hodnevirus allochthonadaptatum	E	ssRNA_19498	ssRNA_19498	NULL	NULL	CASDWV010000661	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026881	202317141	9881	1	Hodnevirus allochthonenecus	E	ssRNA_38363	ssRNA_38363	NULL	NULL	CASDWV010001330	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026882	202317142	9882	1	Hodnevirus allochthonocola	E	ssRNA_42230	ssRNA_42230	NULL	NULL	CASDWV010001560	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026883	202317143	9883	1	Hodnevirus allochthonohabitans	E	ssRNA_51654	ssRNA_51654	NULL	NULL	CASDWV010002169	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026884	202317144	9884	1	Hodnevirus allochthonovicinum	E	ssRNA_25866	ssRNA_25866	NULL	NULL	CASDWV010000882	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026885	202317145	9885	1	Hodnevirus allochthonovivens	E	ssRNA_1969	ssRNA_1969	NULL	NULL	CASDWV010000109	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026886	202317146	9886	1	Hodnevirus alloedaphadaptatum	E	ssRNA_63743	ssRNA_63743	NULL	NULL	CASDWV010002733	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026887	202317147	9887	1	Hodnevirus alloedaphenecus	E	ssRNA_33392	ssRNA_33392	NULL	NULL	CASDWV010001153	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026888	202317148	9888	1	Hodnevirus alloedaphocola	E	ssRNA_5964	ssRNA_5964	NULL	NULL	CASDWV010000325	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026889	202317149	9889	1	Hodnevirus alloedaphohabitans	E	ssRNA_67696	ssRNA_67696	NULL	NULL	CASDWV010002845	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026890	202317150	9890	1	Hodnevirus alloedaphovicinum	E	ssRNA_44310	ssRNA_44310	NULL	NULL	CASDWV010001726	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026891	202317151	9891	1	Hodnevirus alloedaphovivens	E	ssRNA_37253	ssRNA_37253	NULL	NULL	CASDWV010001286	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026892	202317152	9892	1	Hodnevirus allofaecadaptatum	E	MAG: Leviviridae sp. isolate 242-k141_173081 genomic sequence	MAG: Leviviridae sp. isolate 242-k141_173081 genomic sequence	NULL	MAG: Leviviridae sp. isolate 242-k141_173081 genomic sequence	MZ679557	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026893	202317153	9893	1	Hodnevirus allofaecenecus	E	MAG: Leviviridae sp. isolate 16-k141_704315 genomic sequence	MAG: Leviviridae sp. isolate 16-k141_704315 genomic sequence	NULL	MAG: Leviviridae sp. isolate 16-k141_704315 genomic sequence	MZ679796	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026894	202317154	9894	1	Hodnevirus allofaecicola	E	MAG: Leviviridae sp. isolate 346R-k141_474979 genomic sequence	MAG: Leviviridae sp. isolate 346R-k141_474979 genomic sequence	NULL	MAG: Leviviridae sp. isolate 346R-k141_474979 genomic sequence	MZ679739	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026895	202317155	9895	1	Hodnevirus allofaecihabitans	E	MAG: Leviviridae sp. isolate 367R-k141_477371 genomic sequence	MAG: Leviviridae sp. isolate 367R-k141_477371 genomic sequence	NULL	MAG: Leviviridae sp. isolate 367R-k141_477371 genomic sequence	MZ679741	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026896	202317156	9896	1	Hodnevirus allogeoadaptatum	E	ssRNA_65344	ssRNA_65344	NULL	NULL	CASDWV010002779	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026897	202317157	9897	1	Hodnevirus allogeocola	E	ssRNA_54794	ssRNA_54794	NULL	NULL	CASDWV010002322	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026898	202317158	9898	1	Hodnevirus allogeoenecus	E	ssRNA_44333	ssRNA_44333	NULL	NULL	CASDWV010001734	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026899	202317159	9899	1	Hodnevirus allogeohabitans	E	ssRNA_39015	ssRNA_39015	NULL	NULL	CASDWV010001368	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026900	202317160	9900	1	Hodnevirus allogeovicinum	E	ssRNA_91935	ssRNA_91935	NULL	NULL	CASDWV010003833	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026901	202317161	9901	1	Hodnevirus allogeovivens	E	ssRNA_35753	ssRNA_35753	NULL	NULL	CASDWV010001231	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026902	202317162	9902	1	Hodnevirus allohumadaptatum	E	ssRNA_118002	ssRNA_118002	NULL	NULL	CASDWV010004384	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026903	202317163	9903	1	Hodnevirus allohumenecus	E	ssRNA_85908	ssRNA_85908	NULL	NULL	CASDWV010003582	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026904	202317164	9904	1	Hodnevirus allohumicola	E	ssRNA_6007	ssRNA_6007	NULL	NULL	CASDWV010000347	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026905	202317165	9905	1	Hodnevirus allohumihabitans	E	ssRNA_88502	ssRNA_88502	NULL	NULL	CASDWV010003701	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026906	202317166	9906	1	Hodnevirus allohumivicinum	E	ssRNA_25115	ssRNA_25115	NULL	NULL	CASDWV010000856	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026907	202317167	9907	1	Hodnevirus allohumivivens	E	ssRNA_72811	ssRNA_72811	NULL	NULL	CASDWV010003076	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026908	202317168	9908	1	Hodnevirus allolimadaptatum	E	ssRNA_57465	ssRNA_57465	NULL	NULL	CASDWV010002430	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026909	202317169	9909	1	Hodnevirus allolimenecus	E	ssRNA_58196	ssRNA_58196	NULL	NULL	CASDWV010002464	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026910	202317170	9910	1	Hodnevirus allolimicola	E	ssRNA_69425	ssRNA_69425	NULL	NULL	CASDWV010002922	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026911	202317171	9911	1	Hodnevirus allolimihabitans	E	ssRNA_61460	ssRNA_61460	NULL	NULL	CASDWV010002589	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026912	202317172	9912	1	Hodnevirus allolimivicinum	E	ssRNA_35649	ssRNA_35649	NULL	NULL	CASDWV010001228	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026913	202317173	9913	1	Hodnevirus allolimivivens	E	ssRNA_42984	ssRNA_42984	NULL	NULL	CASDWV010001629	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026914	202317174	9914	1	Hodnevirus allolutadaptatum	E	ssRNA_18288	ssRNA_18288	NULL	NULL	CASDWV010000623	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026915	202317175	9915	1	Hodnevirus allolutenecus	E	ssRNA_1995	ssRNA_1995	NULL	NULL	CASDWV010000126	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026916	202317176	9916	1	Hodnevirus alloluticola	E	ssRNA_49723	ssRNA_49723	NULL	NULL	CASDWV010002048	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026917	202317177	9917	1	Hodnevirus allolutihabitans	E	ssRNA_51602	ssRNA_51602	NULL	NULL	CASDWV010002152	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026918	202317178	9918	1	Hodnevirus allolutivicinum	E	ssRNA_23398	ssRNA_23398	NULL	NULL	CASDWV010000784	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026919	202317179	9919	1	Hodnevirus allolutivivens	E	ssRNA_31319	ssRNA_31319	NULL	NULL	CASDWV010001099	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026920	202317180	9920	1	Hodnevirus allomessadaptatum	E	ssRNA_26547	ssRNA_26547	NULL	NULL	CASDWV010000916	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026921	202317181	9921	1	Hodnevirus allomessenecus	E	ssRNA_51890	ssRNA_51890	NULL	NULL	CASDWV010002172	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026922	202317182	9922	1	Hodnevirus allomessicola	E	ssRNA_47169	ssRNA_47169	NULL	NULL	CASDWV010001926	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026923	202317183	9923	1	Hodnevirus allomessihabitans	E	ssRNA_78415	ssRNA_78415	NULL	NULL	CASDWV010003287	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026924	202317184	9924	1	Hodnevirus allomessivicinum	E	ssRNA_50663	ssRNA_50663	NULL	NULL	CASDWV010002091	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026925	202317185	9925	1	Hodnevirus allomessivivens	E	ssRNA_21298	ssRNA_21298	NULL	NULL	CASDWV010000695	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026926	202317186	9926	1	Hodnevirus allomontishabitans	E	MAG: Leviviridae sp. isolate 237b-k141_465222 genomic sequence	MAG: Leviviridae sp. isolate 237b-k141_465222 genomic sequence	NULL	MAG: Leviviridae sp. isolate 237b-k141_465222 genomic sequence	MZ679736	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026927	202317187	9927	1	Hodnevirus allomontisvicinum	E	MAG: Leviviridae sp. isolate 237b-k141_521962 genomic sequence	MAG: Leviviridae sp. isolate 237b-k141_521962 genomic sequence	NULL	MAG: Leviviridae sp. isolate 237b-k141_521962 genomic sequence	MZ679755	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026928	202317188	9928	1	Hodnevirus allonemorisadaptatum	E	MAG: Leviviridae sp. isolate 169-k141_10601 genomic sequence	MAG: Leviviridae sp. isolate 169-k141_10601 genomic sequence	NULL	MAG: Leviviridae sp. isolate 169-k141_10601 genomic sequence	MZ680326	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026929	202317189	9929	1	Hodnevirus allonemorishabitans	E	MAG: Leviviridae sp. isolate 376R-k141_877537 genomic sequence	MAG: Leviviridae sp. isolate 376R-k141_877537 genomic sequence	NULL	MAG: Leviviridae sp. isolate 376R-k141_877537 genomic sequence	MZ679820	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026930	202317190	9930	1	Hodnevirus allonemorisvivens	E	MAG: Leviviridae sp. isolate 155-k141_77505 genomic sequence	MAG: Leviviridae sp. isolate 155-k141_77505 genomic sequence	NULL	MAG: Leviviridae sp. isolate 155-k141_77505 genomic sequence	MZ679806	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026931	202317191	9931	1	Hodnevirus allopedadaptatum	E	ssRNA_68191	ssRNA_68191	NULL	NULL	CASDWV010002872	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026932	202317192	9932	1	Hodnevirus allopedenecus	E	ssRNA_20358	ssRNA_20358	NULL	NULL	CASDWV010000669	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026933	202317193	9933	1	Hodnevirus allopedocola	E	ssRNA_23719	ssRNA_23719	NULL	NULL	CASDWV010000823	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026934	202317194	9934	1	Hodnevirus allopedohabitans	E	ssRNA_31018	ssRNA_31018	NULL	NULL	CASDWV010001086	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026935	202317195	9935	1	Hodnevirus allopedovicinum	E	ssRNA_64603	ssRNA_64603	NULL	NULL	CASDWV010002753	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
1026936	202317196	9936	1	Hodnevirus allopedovivens	E	ssRNA_140367	ssRNA_140367	NULL	NULL	CASDWV010005066	NULL	Coding-complete genome	ssRNA(+)	soil (S)	NULL	NULL	created	created	NULL	2023.001B.Leviviricetes_reorg.zip	NULL
